,title,Cumulative Worldwide Gross,Budget,Opening Weekend United States,rating,runtimes,votes,aspect ratio,ROI
582,High Crimes (2002),63781100.0,42000000.0,14005550.0,6.4,115,37240.0,2.35,51.8597619047619
1758,Persecuted (2014),2274773.0,1500000.0,851391.0,3.5,91,1474.0,2.35,51.65153333333333
1611,All Is Lost (2013),13627519.0,9000000.0,93583.0,6.9,106,73391.0,2.35,51.41687777777778
1902,The Beguiled (2017),15871398.0,10500000.0,3163472.0,6.3,93,47401.0,1.66,51.156171428571426
1271,Cop Out (2010),55909910.0,37000000.0,18211126.0,5.6,107,83546.0,2.35,51.10786486486486
25,Waterworld (1995),264218220.0,175000000.0,21171780.0,6.2,135,172918.0,1.85,50.98184
1595,The Mortal Instruments: City of Bones (2013),90565421.0,60000000.0,9336957.0,5.9,130,124514.0,2.35,50.942368333333334
766,Hellboy (2004),99414250.0,66000000.0,23172440.0,6.8,122,298807.0,1.85,50.62765151515152
199,Home Alone 3 (1997),48200000.0,32000000.0,5085482.0,4.4,102,100275.0,1.85,50.625
1217,The Taking of Pelham 123 (2009),150166126.0,100000000.0,23373102.0,6.4,106,179592.0,2.35,50.166126
1538,Hitchcock (2012),23570541.0,15700000.0,287715.0,6.8,98,69994.0,2.35,50.130834394904454
1336,Morning Glory (1933),60040976.0,40000000.0,9203266.0,6.5,107,70023.0,2.35,50.10244
1882,Passage to Mars (2016),3227000.0,2150000.0,126397.0,4.6,94,656.0,1.85,50.093023255813954
136,Batman Returns (1992),120000000.0,80000000.0,45687711.0,7.0,126,263381.0,1.85,50.0
853,Hostage (2005),77944725.0,52000000.0,10214734.0,6.6,113,104356.0,2.35,49.893701923076925
343,Inspector Gadget (1999),134403112.0,90000000.0,21889138.0,4.1,78,43685.0,1.85,49.33679111111111
1510,Samsara (2011),5966671.0,4000000.0,105000.0,8.5,102,31310.0,2.39,49.166775
1040,Surf's Up (2007),149044513.0,100000000.0,17640249.0,6.7,85,65947.0,1.85,49.044513
548,The One (2001),72689126.0,49000000.0,19112404.0,5.9,87,86858.0,2.35,48.34515510204081
649,Kangaroo Jack (2003),88929111.0,60000000.0,21895483.0,4.4,89,28147.0,2.39,48.215185
383,The Hurricane (1999),73956241.0,50000000.0,337000.0,7.6,146,88564.0,1.85,47.912482
995,Bobby (2006),20597806.0,14000000.0,69039.0,7.0,117,40475.0,2.35,47.127185714285716
1263,Did You Hear About the Morgans? (2009),85280250.0,58000000.0,6616571.0,4.8,103,36313.0,2.35,47.03491379310345
1771,The Man from U.N.C.L.E. (2015),109845109.0,75000000.0,13535000.0,7.3,116,253254.0,2.39,46.46014533333334
1413,The Change-Up (2011),75997067.0,52000000.0,13531115.0,6.3,112,160021.0,2.35,46.14820576923077
763,Taking Lives (2004),65470529.0,45000000.0,11458465.0,6.2,103,77460.0,2.35,45.49006444444444
889,Lord of War (2005),72617068.0,50000000.0,9390144.0,7.6,122,285260.0,2.35,45.234136
885,Red Eye (2005),37685971.0,26000000.0,16167662.0,6.4,85,108731.0,2.35,44.94604230769231
141,Mars Attacks! (1996),101371017.0,70000000.0,9384272.0,6.3,106,202833.0,2.39,44.81573857142857
1160,Pride and Glory (2008),43440721.0,30000000.0,6262396.0,6.6,130,57985.0,1.85,44.80240333333334
415,28 Days (2000),62198945.0,43000000.0,10310672.0,6.0,103,42522.0,1.37,44.64870930232558
506,Swordfish (2001),147080413.0,102000000.0,18145632.0,6.5,99,172194.0,2.35,44.19648333333333
1259,The Lovely Bones (2009),93621340.0,65000000.0,116616.0,6.7,135,151054.0,2.39,44.03283076923077
867,The Adventures of Sharkboy and Lavagirl 3-D (2005),71992655.0,50000000.0,12582088.0,3.5,93,29420.0,1.85,43.98531
1807,The Huntsman: Winter's War (2016),165536477.0,115000000.0,19445035.0,6.1,114,93025.0,2.39,43.944762608695655
1301,The Sorcerer's Apprentice (2010),215283742.0,150000000.0,17619622.0,6.1,109,148063.0,2.39,43.52249466666667
1744,Run All Night (2015),71561644.0,50000000.0,11012305.0,6.6,114,97364.0,2.4,43.123287999999995
1815,The BFG (2016),199905224.0,140000000.0,19584969.0,6.4,117,73219.0,1.78,42.78944571428571
730,Elf (2003),47044933.0,33000000.0,31113501.0,6.9,97,207916.0,1.85,42.56040303030303
1136,Watchmen (2009),185258983.0,130000000.0,55214334.0,7.6,162,481293.0,2.39,42.50691
1893,Power Rangers (2017),142337240.0,100000000.0,40300288.0,5.9,124,97882.0,2.35,42.33724
262,Snake Eyes (1998),103891409.0,73000000.0,16310373.0,6.0,98,73389.0,1.33,42.316998630136986
924,Curious George (2006),71052604.0,50000000.0,14703405.0,6.5,87,14891.0,1.85,42.105208
279,Practical Magic (1998),68169816.0,48000000.0,13104694.0,6.3,104,68685.0,2.39,42.02045
458,Book of Shadows: Blair Witch 2 (2000),21300000.0,15000000.0,13223887.0,3.9,90,34725.0,1.85,42.0
607,Stuart Little 2 (2002),169956806.0,120000000.0,15115152.0,5.4,77,47866.0,1.85,41.63067166666667
731,Master and Commander: The Far Side of the World (2003),212011111.0,150000000.0,25105990.0,7.4,138,194495.0,2.39,41.34074066666666
688,2 Fast 2 Furious (2003),107376377.0,76000000.0,50472480.0,5.9,107,240716.0,2.39,41.284706578947365
620,Sweet Home Alabama (2002),53399006.0,38000000.0,35648740.0,6.2,108,98704.0,2.39,40.5237
12,Vampire in Brooklyn (1995),28051736.0,20000000.0,7045379.0,4.6,100,20688.0,1.85,40.258680000000005
450,Digimon: The Movie (2000),7012038.0,5000000.0,4233304.0,6.1,82,6547.0,1.85,40.240759999999995
1735,Fantastic Four (2015),167977596.0,120000000.0,25685737.0,4.3,100,144842.0,2.35,39.98133
457,Pay It Forward (2000),55707411.0,40000000.0,9631359.0,7.2,123,109617.0,1.85,39.2685275
1549,Parker (2013),48543388.0,35000000.0,7008222.0,6.2,118,109036.0,2.35,38.695394285714286
1478,Safe (2012),41564670.0,30000000.0,7892539.0,6.5,94,99350.0,2.35,38.5489
1442,Extremely Loud & Incredibly Close (2011),55247881.0,40000000.0,110775.0,6.9,129,95226.0,2.35,38.1197025
1818,Swiss Army Man (2016),4121261.0,3000000.0,674288.0,7.0,97,98750.0,2.39,37.375366666666665
306,Stepmom (1998),68573131.0,50000000.0,19142440.0,6.8,125,57998.0,2.39,37.146262
603,Reign of Fire (2002),82150183.0,60000000.0,15632281.0,6.2,101,122489.0,2.39,36.91697166666666
1581,White House Down (2013),205366737.0,150000000.0,24852258.0,6.4,131,198906.0,2.39,36.911158
1362,Country Strong (2010),20529194.0,15000000.0,30000.0,6.3,117,16786.0,2.35,36.861293333333336
156,Volcano (1997),122823468.0,90000000.0,14581740.0,5.5,104,69665.0,1.85,36.47052
981,The Guardian (2006),94973540.0,70000000.0,18006064.0,6.9,139,85085.0,1.85,35.67648571428572
146,Metro (1997),74387563.0,55000000.0,11411107.0,5.5,117,24782.0,2.35,35.25011454545455
1199,Duplicity (2009),81079566.0,60000000.0,13965110.0,6.1,125,46063.0,2.35,35.13261
693,Sinbad: Legend of the Seven Seas (2003),80767884.0,60000000.0,6874477.0,6.7,86,46811.0,1.66,34.61314
901,Jarhead (2005),96889998.0,72000000.0,27726210.0,7.0,125,168261.0,2.35,34.56944166666667
309,The Fly (1986),20172594.0,15000000.0,7007423.0,7.5,96,151506.0,1.85,34.48396
722,Runaway Jury (2003),80154140.0,60000000.0,11836705.0,7.1,127,87837.0,2.35,33.59023333333334
107,That Thing You Do! (1996),34585416.0,26000000.0,6208595.0,6.9,108,59349.0,1.37,33.02083076923077
1181,Choke (2008),3982459.0,3000000.0,1319286.0,6.5,92,30886.0,1.66,32.74863333333333
336,Arlington Road (1999),41067311.0,31000000.0,7515145.0,7.2,117,78651.0,2.35,32.47519677419355
1320,Cats & Dogs: The Revenge of Kitty Galore (2010),112483764.0,85000000.0,12279363.0,4.3,82,13241.0,1.85,32.33384
690,Charlie's Angels: Full Throttle (2003),158345677.0,120000000.0,37634221.0,4.9,106,117259.0,1.78,31.954730833333333
1532,The Man with the Iron Fists (2012),19721245.0,15000000.0,7910980.0,5.4,95,59230.0,2.35,31.474966666666663
1080,Beowulf (2007),196393745.0,150000000.0,27515871.0,6.2,115,158042.0,2.39,30.92916333333333
1289,Killers (2010),98159963.0,75000000.0,15837266.0,5.4,100,84566.0,2.35,30.879950666666666
1151,Righteous Kill (2008),78460699.0,60000000.0,16288361.0,6.0,101,82511.0,2.35,30.767831666666666
334,Wild Wild West (1999),222105681.0,170000000.0,49705055.0,4.9,106,148636.0,1.85,30.650400588235293
1389,Priest (2011),78309131.0,60000000.0,14953664.0,5.7,87,111141.0,2.35,30.515218333333333
1020,Zodiac (2007),84785914.0,65000000.0,13395610.0,7.7,157,422229.0,2.40,30.439867692307693
940,The Sentinel (2006),78084827.0,60000000.0,14367854.0,6.1,108,46727.0,2.35,30.141378333333336
706,My Boss's Daughter (2003),18191005.0,14000000.0,4855798.0,4.7,86,27529.0,1.85,29.93575
1857,Jackie (2016),11692444.0,9000000.0,278715.0,6.7,100,69504.0,1.33,29.916044444444445
1063,3:10 to Yuma (2007),71171825.0,55000000.0,14035033.0,7.7,122,278155.0,2.35,29.403318181818182
874,The Island (2005),162949164.0,126000000.0,12409070.0,6.8,136,293783.0,2.39,29.324733333333334
222,Six Days Seven Nights (1998),90500000.0,70000000.0,16485276.0,5.8,102,70246.0,2.39,29.28571428571429
1227,Aliens in the Attic (2009),57881056.0,45000000.0,8008423.0,5.4,86,19978.0,1.85,28.62456888888889
926,When a Stranger Calls (2006),19106773.0,15000000.0,21607203.0,5.1,87,41510.0,2.35,27.378486666666667
1837,Kubo and the Two Strings (2016),76257813.0,60000000.0,12608372.0,7.8,101,111774.0,2.35,27.096355
912,Rumor Has It... (2005),88933562.0,70000000.0,7515000.0,5.5,97,51115.0,1.85,27.047945714285714
1795,Nocturnal Animals (2016),28450387.0,22500000.0,492648.0,7.5,116,220748.0,2.35,26.44616444444444
1774,The Vatican Tapes (2015),10105081.0,8000000.0,321464.0,4.9,91,14344.0,1.85,26.3135125
930,16 Blocks (2006),65664721.0,52000000.0,11855260.0,6.6,102,123941.0,2.35,26.278309615384615
1811,The Nice Guys (2016),62788218.0,50000000.0,11203270.0,7.4,116,257567.0,2.39,25.576436
320,Forces of Nature (1999),93888180.0,75000000.0,13510728.0,5.4,105,31223.0,1.85,25.184240000000003
1100,"Welcome Home, Roscoe Jenkins (2008)",43650785.0,35000000.0,16207730.0,5.5,114,12962.0,1.85,24.716528571428572
19,Crimson Tide (1995),66000000.0,53000000.0,18612190.0,7.3,116,96773.0,2.39,24.528301886792452
280,Pleasantville (1998),49789066.0,40000000.0,8855063.0,7.5,124,117606.0,1.37,24.472665
440,Hollow Man (2000),118000000.0,95000000.0,26414386.0,5.8,112,118982.0,1.85,24.210526315789473
1059,The Kingdom (2007),86658558.0,70000000.0,17135055.0,7.0,110,114592.0,2.35,23.79794
666,The Core (2003),74208267.0,60000000.0,12053131.0,5.5,135,88775.0,2.39,23.680445
864,Cinderella Man (2005),108539911.0,88000000.0,18320205.0,8.0,144,170610.0,2.35,23.340807954545454
668,A Man Apart (2003),44350926.0,36000000.0,11019224.0,6.1,109,43401.0,2.35,23.197016666666666
1763,Criminal (2016),38803993.0,31500000.0,5767278.0,6.3,113,55554.0,2.35,23.187279365079366
505,Evolution (2001),98376292.0,80000000.0,13408351.0,6.1,101,116031.0,1.85,22.970365
732,The Cat in the Hat (2003),133960541.0,109000000.0,38329160.0,3.9,82,48971.0,1.85,22.899578899082567
1172,Igor (2008),30720868.0,25000000.0,7803347.0,6.0,87,21841.0,1.85,22.883471999999998
154,Double Team (1997),36700000.0,30000000.0,5034914.0,4.8,93,30230.0,2.35,22.333333333333332
959,Who Killed the Electric Car? (2006),1222746.0,1000000.0,45138.0,7.6,92,11982.0,1.75,22.2746
795,"I, Robot (2004)",146700000.0,120000000.0,52179887.0,7.1,115,481691.0,1.78,22.25
448,Leyendas urbanas: Corte final (2000),17105555.0,14000000.0,8505513.0,4.3,97,15442.0,2.35,22.182535714285713
315,Office Space (1999),12179708.0,10000000.0,4231727.0,7.7,89,233733.0,1.85,21.797079999999998
239,Child's Play (1988),10952000.0,9000000.0,6583000.0,6.6,87,82863.0,1.85,21.688888888888886
1891,Life (2017),70307784.0,58000000.0,12501936.0,6.6,104,194565.0,2.39,21.22031724137931
1032,Perfect Stranger (2007),73090611.0,60795000.0,11500000.0,5.7,109,43569.0,2.35,20.224707623982237
153,Turbo: A Power Rangers Movie (1997),9615840.0,8000000.0,3301135.0,3.6,99,7908.0,1.85,20.198
1728,Seventh Son (2014),114178613.0,95000000.0,7217640.0,5.5,102,68657.0,1.9,20.188013684210524
798,The Manchurian Candidate (2004),96105964.0,80000000.0,20018620.0,6.6,129,99731.0,1.85,20.132455
886,The Brothers Grimm (2005),105316267.0,88000000.0,15092079.0,5.9,118,113280.0,1.85,19.677576136363637
746,Stuck on You (2003),65784503.0,55000000.0,9411055.0,5.7,118,49934.0,2.39,19.608187272727275
859,xXx: State of the Union (2005),71022693.0,60000000.0,12712272.0,4.4,101,65524.0,2.39,18.371155
596,Scooby-Doo (2002),99000000.0,84000000.0,54155312.0,5.1,86,92674.0,1.85,17.857142857142858
1157,W. (2008),29434429.0,25100000.0,10505668.0,6.3,129,45181.0,2.35,17.26864143426295
208,The Replacement Killers (1998),35100000.0,30000000.0,8046553.0,6.2,87,26189.0,2.39,17.0
196,Deconstructing Harry (1997),23367935.0,20000000.0,356476.0,7.4,96,40906.0,1.85,16.839675
976,Beerfest (2006),20387597.0,17500000.0,7031228.0,6.3,110,62381.0,2.35,16.500554285714287
751,Torque (2004),46546197.0,40000000.0,11442203.0,4.1,84,26395.0,2.35,16.365492500000002
322,Never Been Kissed (1999),29090474.0,25000000.0,11836707.0,6.1,107,80061.0,2.39,16.361896
1254,Fantastic Mr. Fox (2009),46471023.0,40000000.0,6965267.0,7.8,87,186064.0,1.85,16.1775575
362,Random Hearts (1999),74160911.0,64000000.0,13012585.0,5.2,133,19241.0,1.85,15.876423437500002
834,Darkness (2002),12241855.0,10600000.0,6163306.0,5.5,88,18379.0,2.35,15.489198113207546
189,Starship Troopers (1997),121214377.0,105000000.0,22058773.0,7.2,129,258173.0,1.85,15.44226380952381
313,Blast from the Past (1999),40246517.0,35000000.0,9160263.0,6.6,112,57352.0,2.39,14.990048571428572
1639,"I, Frankenstein (2014)",74575290.0,65000000.0,8610441.0,5.1,92,76623.0,2.35,14.731215384615384
1142,Elegy (2008),14894347.0,13000000.0,104168.0,6.7,112,21444.0,1.85,14.5719
1817,Café Society (2016),34314223.0,30000000.0,359289.0,6.6,96,66475.0,2.00,14.380743333333335
1380,Arthur (2011),45735397.0,40000000.0,12222756.0,5.7,110,49829.0,1.85,14.3384925
347,The Iron Giant (1999),80000000.0,70000000.0,5732614.0,8.0,86,164187.0,2.39,14.285714285714285
875,Bad News Bears (2005),34252847.0,30000000.0,11382472.0,5.8,113,19775.0,1.85,14.176156666666667
1612,Ender's Game (2013),125537191.0,110000000.0,27017351.0,6.6,114,216940.0,2.35,14.12471909090909
1497,Ruby Sparks (2012),9128263.0,8000000.0,140822.0,7.2,104,92933.0,1.85,14.1032875
152,The Devil's Own (1997),97939199.0,86000000.0,18063265.0,6.2,111,56104.0,2.39,13.882789534883722
378,Fantasia 2000 (1999),90874570.0,80000000.0,2911485.0,7.2,75,33446.0,1.43,13.593212499999998
945,Poseidon (2006),181674817.0,160000000.0,22155410.0,5.6,98,94856.0,2.35,13.546760625000001
783,The Stepford Wives (2004),102001626.0,90000000.0,21406781.0,5.3,93,58337.0,1.85,13.33514
1030,Meet the Robinsons (2007),169333034.0,150000000.0,25123781.0,6.8,95,83310.0,1.44,12.888689333333334
404,National Lampoon's Animal House (1978),3371006.0,3000000.0,201747.0,7.5,109,107976.0,1.85,12.366866666666667
1634,Grudge Match (2013),44907260.0,40000000.0,7310000.0,6.4,113,55924.0,1.85,12.26815
640,Star Trek: Nemesis (2002),67312826.0,60000000.0,18513305.0,6.4,116,70951.0,2.39,12.188043333333333
1792,Zoolander 2 (2016),55969000.0,50000000.0,15650000.0,4.7,101,62215.0,2.39,11.938
454,The Contender (2000),22361811.0,20000000.0,5363900.0,6.9,126,22236.0,1.85,11.809055
665,Dreamcatcher (2003),75715436.0,68000000.0,15027423.0,5.5,136,86548.0,2.35,11.346229411764707
188,Boogie Nights (1997),16700954.0,15000000.0,4681934.0,7.9,155,228078.0,1.66,11.339693333333333
1321,Middle Men (2009),24493605.0,22000000.0,325641.0,6.8,105,35791.0,2.35,11.334568181818181
1023,Dead Silence (2007),22217407.0,20000000.0,7842725.0,6.2,89,81480.0,2.39,11.087035
401,Mission to Mars (2000),110983407.0,100000000.0,22855247.0,5.7,114,68515.0,2.35,10.983407
1244,Whip It (2009),16633035.0,15000000.0,4650812.0,6.9,111,62338.0,2.35,10.886899999999999
758,Dirty Dancing: Havana Nights (2004),27685016.0,25000000.0,5811325.0,6.0,86,25897.0,1.85,10.740064
1019,Next (2007),77434049.0,70000000.0,7133049.0,6.2,96,144023.0,2.35,10.62007
1499,The Campaign (2012),104907746.0,95000000.0,26588460.0,6.1,85,121461.0,1.85,10.429206315789475
971,The Ant Bully (2006),55181129.0,50000000.0,8432465.0,5.8,88,35675.0,1.44,10.362258
781,The Chronicles of Riddick (2004),115772733.0,105000000.0,24289165.0,6.7,119,209090.0,2.35,10.259745714285714
1752,Tomorrowland (2015),209154322.0,190000000.0,32972000.0,6.4,130,166335.0,1.9,10.081222105263157
1458,Man on a Ledge (2012),46221189.0,42000000.0,8001932.0,6.6,102,141049.0,2.35,10.05045
1183,Wild Child (2008),21972336.0,20000000.0,831.0,6.1,98,47099.0,1.85,9.86168
1306,Charlie St. Cloud (2010),48190704.0,44000000.0,12381585.0,6.4,99,56621.0,2.35,9.524327272727273
1375,Sucker Punch (2011),89792502.0,82000000.0,19058199.0,6.0,110,223347.0,2.39,9.503051219512196
629,Ghost Ship (2002),38236393.0,35000000.0,11503423.0,5.5,91,90146.0,1.85,9.246837142857142
1889,The Glass Castle (2017),9764032.0,9000000.0,4678548.0,7.1,127,26737.0,2.35,8.489244444444445
308,Howard the Duck (1986),37962774.0,35000000.0,5070136.0,4.7,110,41233.0,1.85,8.465068571428572
1196,The Pink Panther 2 (2009),75871032.0,70000000.0,11588150.0,5.6,92,40787.0,1.85,8.387188571428572
1803,Gods of Egypt (2016),150680864.0,140000000.0,14123903.0,5.4,127,100295.0,2.35,7.629188571428572
1548,The Last Stand (2013),48330757.0,45000000.0,6281433.0,6.3,107,129795.0,2.35,7.401682222222222
358,Excalibur (1981),11811616.0,11000000.0,4519706.0,7.4,140,55209.0,1.85,7.378327272727272
1355,Cowboys & Aliens (2011),174822325.0,163000000.0,36431290.0,6.0,119,201517.0,2.39,7.2529601226993865
1024,Reign Over Me (2007),21418543.0,20000000.0,7460690.0,7.4,124,91355.0,2.35,7.092714999999999
1081,Mr. Magorium's Wonder Emporium (2007),69474661.0,65000000.0,9630085.0,6.2,93,41402.0,2.35,6.884093846153847
772,13 Going on 30 (2004),39223950.0,37000000.0,21054238.0,6.2,98,157420.0,1.85,6.010675675675676
97,The Island of Dr. Moreau (1996),42000000.0,40000000.0,9101987.0,4.6,96,29987.0,2.35,5.0
1541,The Guilt Trip (2012),41860614.0,40000000.0,5390000.0,5.7,95,34461.0,2.35,4.651535
1692,Jupiter Ascending (2015),183887723.0,176000000.0,18372372.0,5.3,127,172417.0,2.35,4.4816607954545455
1044,A Mighty Heart (2007),16686371.0,16000000.0,3948863.0,6.6,108,26398.0,2.35,4.289818749999999
1158,My Best Friend's Girl (2008),41622502.0,40000000.0,8265357.0,5.9,101,41611.0,1.85,4.056255
956,Lady in the Water (2006),72785169.0,70000000.0,18044396.0,5.5,110,92708.0,1.85,3.978812857142857
145,Murder at 1600 (1997),41126788.0,40000000.0,7962268.0,6.1,107,27571.0,1.85,2.81697
1348,Rabbit Hole (2010),5129058.0,5000000.0,53778.0,7.0,91,46183.0,1.85,2.58116
584,The Sweetest Thing (2002),43978606.0,43000000.0,9430667.0,5.2,84,53235.0,1.85,2.275827906976744
915,The New World (2005),30536013.0,30000000.0,57000.0,6.7,135,80554.0,2.35,1.78671
1747,Pan (2015),151543635.0,150000000.0,15315435.0,5.7,111,57820.0,2.35,1.02909
1495,The Watch (2012),68267862.0,68000000.0,12750297.0,5.7,102,118329.0,2.35,0.3939147058823529
1552,Beautiful Creatures (2013),60052138.0,60000000.0,7582595.0,6.1,124,81835.0,2.35,0.08689666666666666
1356,The Dilemma (2011),69721966.0,70000000.0,17816230.0,5.3,111,50375.0,2.35,-0.39719142857142853
1253,Cirque du Freak: The Vampire's Assistant (2009),39753957.0,40000000.0,6293205.0,5.9,109,42001.0,2.35,-0.6151075
455,Dr. T & the Women (2000),22844291.0,23000000.0,5012867.0,4.6,122,17232.0,2.35,-0.6769956521739131
1047,Evan Almighty (2007),173418781.0,175000000.0,31192615.0,5.4,96,134691.0,2.35,-0.9035537142857143
906,Zathura: A Space Adventure (2005),64321501.0,65000000.0,13427872.0,6.2,101,88170.0,1.85,-1.0438446153846153
1524,Alex Cross (2012),34588412.0,35000000.0,11396768.0,5.1,101,31472.0,2.35,-1.1759657142857143
623,Punch-Drunk Love (2002),24665649.0,25000000.0,367203.0,7.3,95,139822.0,2.39,-1.337404
1074,Rendition (2007),27038732.0,27500000.0,4060012.0,6.8,122,53114.0,2.35,-1.6773381818181818
516,The Cannonball Run (1981),17639570.0,18000000.0,11765654.0,6.3,95,31669.0,1.85,-2.002388888888889
1079,Fred Claus (2007),97838349.0,100000000.0,18515473.0,5.6,116,38558.0,2.35,-2.161651
1868,The Founder (2016),24403192.0,25000000.0,3404102.0,7.2,115,109135.0,2.35,-2.387232
400,The Next Best Thing (2000),24362772.0,25000000.0,5870387.0,4.6,108,10501.0,1.85,-2.548912
879,Serenity (2005),38869464.0,40000000.0,10086680.0,7.8,119,276432.0,2.35,-2.82634
1422,Warrior (2011),24215385.0,25000000.0,5242107.0,8.2,140,417805.0,2.35,-3.13846
319,The Rage: Carrie 2 (1999),20162705.0,21000000.0,7065123.0,4.7,104,15005.0,1.85,-3.9871190476190477
543,K-PAX (2001),65001485.0,68000000.0,17215275.0,7.4,120,170869.0,2.35,-4.409580882352941
1194,Funny People (2009),71585235.0,75000000.0,22657780.0,6.3,146,111573.0,1.85,-4.55302
715,The Rundown (2003),80916492.0,85000000.0,18533765.0,6.7,104,98222.0,2.35,-4.804127058823529
767,Home on the Range (2004),103951461.0,110000000.0,13880771.0,5.3,76,18908.0,1.66,-5.498671818181818
593,Bad Company (2002),65977295.0,70000000.0,11007367.0,5.6,116,43839.0,2.39,-5.746721428571429
1072,Lars and the Real Girl (2007),11293523.0,12000000.0,90418.0,7.3,106,134493.0,1.85,-5.887308333333333
1733,Ben-Hur (2016),94061311.0,100000000.0,11203815.0,5.7,123,39697.0,2.35,-5.938689
489,15 Minutes (2001),56359980.0,60000000.0,10523154.0,6.1,120,47342.0,2.35,-6.0667
1717,In the Heart of the Sea (2015),93920758.0,100000000.0,11053366.0,6.9,122,114384.0,1.85,-6.079242
377,Bicentennial Man (1999),93700000.0,100000000.0,8234926.0,6.9,132,106026.0,1.85,-6.3
1270,The Wolfman (2010),139789765.0,150000000.0,35555065.0,5.8,103,100234.0,1.85,-6.806823333333334
337,Muppets from Space (1999),22323612.0,24000000.0,4826049.0,6.3,87,17421.0,1.85,-6.9849499999999995
209,Blues Brothers 2000 (1998),26000000.0,28000000.0,6129615.0,4.9,123,30541.0,1.85,-7.142857142857142
1853,Bad Santa 2 (2016),24079268.0,26000000.0,6176680.0,5.6,92,21683.0,1.85,-7.38743076923077
1461,One for the Money (2012),36893721.0,40000000.0,11515790.0,5.3,91,39429.0,2.35,-7.7656975
568,Collateral Damage (2002),78382433.0,85000000.0,15058432.0,5.5,108,70169.0,1.85,-7.78537294117647
988,Children of Men (2006),69959751.0,76000000.0,179268.0,7.9,109,443878.0,1.85,-7.94769605263158
422,Loser (2000),18404706.0,20000000.0,6008611.0,5.3,98,25906.0,1.85,-7.976469999999999
323,Life (1999),73521587.0,80000000.0,20414775.0,6.8,108,43387.0,1.85,-8.098016249999999
637,Analyze That (2002),54994757.0,60000000.0,11034422.0,5.9,96,80169.0,1.85,-8.342071666666667
578,Showtime (2002),77741732.0,85000000.0,15011430.0,5.5,95,59146.0,2.35,-8.539138823529411
1839,Morgan (2016),7315248.0,8000000.0,504908.0,5.8,92,37403.0,2.35,-8.5594
1689,Wish I Was Here (2014),5483299.0,6000000.0,484401.0,6.7,106,35607.0,2.35,-8.611683333333334
555,The Royal Tenenbaums (2001),19077240.0,21000000.0,276981.0,7.6,110,254971.0,2.35,-9.156
181,Kiss the Girls (1997),24500000.0,27000000.0,13215167.0,6.6,115,62208.0,2.35,-9.25925925925926
1003,The Good Shepherd (2006),99480480.0,110000000.0,14142760.0,6.7,167,96188.0,2.35,-9.5632
540,Bandits (1997),67631903.0,75000000.0,13050700.0,6.5,123,63602.0,2.35,-9.824129333333333
894,Into the Blue (2005),44434439.0,50000000.0,7057854.0,5.8,110,71678.0,2.39,-11.131122
963,Monster House (2006),66513996.0,75000000.0,22217226.0,6.6,91,94544.0,1.78,-11.314672
1514,The Master (2012),28258060.0,32000000.0,736311.0,7.2,138,143444.0,1.85,-11.6935625
837,A Scanner Darkly (2006),7659918.0,8700000.0,391672.0,7.1,100,103454.0,1.85,-11.95496551724138
1909,Wish Upon (2017),14053908.0,16000000.0,5467084.0,5.0,90,16741.0,2.39,-12.163075
1652,The Legend of Hercules (2014),61402445.0,70000000.0,8600000.0,4.2,99,51400.0,2.35,-12.282221428571429
573,Dragonfly (2002),52353400.0,60000000.0,10216025.0,6.1,104,35727.0,2.39,-12.744333333333332
478,Dracula 2000 (2000),47053625.0,54000000.0,8636567.0,4.9,99,31180.0,2.35,-12.863657407407409
1460,Red Tails (2012),50365498.0,58000000.0,18782154.0,5.9,125,32509.0,2.35,-13.16293448275862
1620,47 Ronin (2013),151783839.0,175000000.0,9869000.0,6.2,128,140975.0,2.35,-13.266377714285715
899,The Weather Man (2005),19039770.0,22000000.0,4248465.0,6.5,102,75940.0,1.85,-13.455590909090908
1473,The Raven (2012),22485095.0,26000000.0,7289642.0,6.4,110,80788.0,2.35,-13.518865384615383
631,I Spy (2002),60279822.0,70000000.0,12752803.0,5.4,97,47694.0,1.37,-13.885968571428572
1262,Armored (2009),22942221.0,27000000.0,6511128.0,5.7,88,29138.0,2.35,-15.028811111111112
1062,Death Sentence (2007),16974459.0,20000000.0,5337257.0,6.8,105,67265.0,2.35,-15.127704999999999
1134,Meet Dave (2008),50650079.0,60000000.0,5251918.0,5.0,90,37172.0,1.85,-15.583201666666666
276,What Dreams May Come (1998),71485043.0,85000000.0,15833592.0,7.1,113,98927.0,2.39,-15.899949411764705
740,Nothing to Lose (1997),21000000.0,25000000.0,11617767.0,6.7,98,42492.0,1.85,-16.0
479,Thirteen Days (2000),66579890.0,80000000.0,46668.0,7.3,145,52157.0,1.85,-16.7751375
1907,The House (2017),33281529.0,40000000.0,8724795.0,5.6,88,37917.0,2.35,-16.796177500000002
1512,That's My Boy (2012),58058367.0,70000000.0,13453714.0,5.5,116,86675.0,2.35,-17.059475714285714
1428,The Thing (2011),31505287.0,38000000.0,8493665.0,6.2,103,116776.0,2.39,-17.09135
564,Dragonslayer (1981),14914786.0,18000000.0,2407939.0,6.7,108,14148.0,2.20,-17.14007777777778
809,Sky Captain and the World of Tomorrow (2004),57958696.0,70000000.0,15580278.0,6.0,106,80137.0,1.85,-17.201862857142856
1601,Battle of the Year (2013),16549477.0,20000000.0,4603177.0,5.0,110,8906.0,1.85,-17.252615
